IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Filing Type
47500.0,18038.0,0.0,7619.0,211770190.0,CLAREMONT SAVINGS BANK,145 BROAD STREET ,CLAREMONT,NH,3743.0,51.0
48057.0,4775.0,0.0,0.0,101102645.0,PRAIRIE BANK OF KANSAS,200 SOUTH MAIN ,STAFFORD,KS,67578.0,51.0
48150.0,16778.0,0.0,0.0,91916200.0,FRANKLIN STATE BANK,278 2ND AVE. E. ,FRANKLIN,MN,55333.0,51.0
48374.0,28905.0,0.0,0.0,282970110.0,FIRST FINANCIAL BANK,214 NORTH WASHINGTON ,EL DORADO,AR,71730.0,51.0
48440.0,9517.0,0.0,0.0,75904856.0,CLEVELAND STATE BANK,1250 WEST WASHINGTON AVENUE ,CLEVELAND,WI,53015.0,51.0
49054.0,10212.0,0.0,0.0,91912576.0,COMMERCE BANK,101 CENTRAL AVENUE SOUTH ,GENEVA,MN,56035.0,51.0
49148.0,9265.0,0.0,0.0,71105866.0,RUSHVILLE STATE BANK,100 EAST LAFAYETTE STREET ,RUSHVILLE,IL,62681.0,51.0
49241.0,19371.0,15482.0,0.0,82901088.0,"RELYANCE BANK, NATIONAL ASSOCIATION",912 POPLAR STREET ,PINE BLUFF,AR,71601.0,51.0
49652.0,16473.0,0.0,0.0,101102438.0,FIRST BANK,128 SOUTH BROADWAY ,STERLING,KS,67579.0,51.0
49858.0,26727.0,0.0,0.0,114917157.0,BANK OF SOUTH TEXAS,1421 EAST NOLANA AVENUE ,MCALLEN,TX,78504.0,51.0
49951.0,4041.0,0.0,0.0,103110305.0,"FIRST SECURITY BANK, THE",15 SOUTH DOUGLAS AVENUE ,BEAVER,OK,73932.0,51.0
50144.0,14561.0,0.0,0.0,83906228.0,STATE BANK OF MEDORA,24 EAST MAIN STREET ,MEDORA,IN,47260.0,51.0
50461.0,23242.0,0.0,0.0,121038265.0,CALIFORNIA PACIFIC BANK,"100 MONTGOMERY STREET, SUITE 2250 ",SAN FRANCISCO,CA,94104.0,41.0
51253.0,9176.0,0.0,0.0,84307761.0,APEX BANK,102 EAST MAIN STREET ,CAMDEN,TN,38320.0,41.0
51356.0,22839.0,0.0,0.0,103102300.0,LATIMER STATE BANK,301 WEST MAIN STREET ,WILBURTON,OK,74578.0,41.0
51459.0,16436.0,0.0,0.0,101110271.0,CENTERA BANK,119 SOUTH INMAN ,SUBLETTE,KS,67877.0,51.0
51842.0,14445.0,0.0,0.0,75902670.0,FARMERS & MERCHANTS UNION BANK,159 WEST JAMES STREET ,COLUMBUS,WI,53925.0,41.0
52719.0,90544.0,0.0,0.0,26002066.0,"DEPOSITORY TRUST COMPANY, THE",55 WATER STREET ,NEW YORK,NY,10041.0,41.0
52951.0,8980.0,0.0,0.0,103109374.0,SECURITY STATE BANK OF OKLAHOMA,210 SOUTH MEKUSUKEY ,WEWOKA,OK,74884.0,51.0
53051.0,11916.0,0.0,0.0,111909773.0,"BUCKHOLTS STATE BANK, THE",100 N. 4TH STREET ,BUCKHOLTS,TX,76518.0,51.0
54058.0,1868.0,0.0,0.0,101106285.0,"BANK OF TESCOTT, THE",FIRST AND MAIN STREETS ,TESCOTT,KS,67484.0,41.0
54656.0,12501.0,0.0,0.0,111908965.0,CITIZENS STATE BANK,1330 WEST COMMERCE STREET ,BUFFALO,TX,758319705.0,41.0
54973.0,32526.0,708384.0,8384.0,321370765.0,"AMERICAN SAVINGS BANK, F.S.B.",1001 BISHOP STREET ,HONOLULU,HI,96813.0,41.0
55336.0,16539.0,0.0,0.0,65404560.0,METAIRIE BANK & TRUST COMPANY,3344 METAIRIE ROAD ,METAIRIE,LA,70001.0,51.0
55635.0,10319.0,0.0,0.0,64000185.0,CITIZENS SAVINGS BANK AND TRUST COMPANY,2013 JEFFERSON STREET ,NASHVILLE,TN,37208.0,51.0
55653.0,1150.0,0.0,0.0,101100676.0,FIDELITY STATE BANK AND TRUST COMPANY,600 KANSAS AVENUE ,TOPEKA,KS,66603.0,51.0
55970.0,28914.0,702610.0,2610.0,323270274.0,EVERGREEN FEDERAL BANK,969 SOUTHEAST SIXTH STREET ,GRANTS PASS,OR,97526.0,51.0
56258.0,10218.0,0.0,0.0,91901862.0,"CITIZENS BANK & TRUST CO., HUTCHINSON, MINN.",102 MAIN STREET S. ,HUTCHINSON,MN,55350.0,51.0
56351.0,3250.0,13443.0,0.0,111903151.0,"VERABANK, NATIONAL ASSOCIATION",201 WEST MAIN STREET ,HENDERSON,TX,75652.0,41.0
56548.0,14769.0,0.0,0.0,75910484.0,DMB COMMUNITY BANK,321 NORTH MAIN STREET ,DE FOREST,WI,53532.0,51.0
56717.0,9888.0,0.0,0.0,31308551.0,"DIME BANK, THE",820-822 CHURCH STREET ,HONESDALE,PA,18431.0,51.0
57040.0,14468.0,14184.0,0.0,75903019.0,FIRST NATIONAL BANK AT DARLINGTON,245 MAIN STREET ,DARLINGTON,WI,53530.0,41.0
57451.0,17162.0,0.0,0.0,91811004.0,DAIRY STATE BANK,16 S. MAIN STREET ,RICE LAKE,WI,54868.0,51.0
58225.0,769.0,0.0,0.0,44205146.0,"FARMERS BANK AND SAVINGS COMPANY, THE",211 WEST SECOND STREET ,POMEROY,OH,45769.0,51.0
58243.0,20296.0,0.0,0.0,75911852.0,JOHNSON BANK,555 MAIN STREET ,RACINE,WI,53403.0,41.0
58355.0,9733.0,0.0,0.0,91208141.0,VANTAGE BANK,202 MAIN STREET ,KENT,MN,56553.0,51.0
58551.0,421.0,0.0,0.0,103109581.0,SECURITY STATE BANK,402 BROADWAY ,CHEYENNE,OK,73628.0,51.0
58636.0,11448.0,0.0,11294.0,65303328.0,CENTURY BANK,4282 MAIN STREET ,LUCEDALE,MS,39452.0,51.0
58757.0,1409.0,0.0,0.0,91208138.0,KENSINGTON BANK,11 N. CENTRAL AVENUE ,KENSINGTON,MN,56343.0,51.0
58971.0,1281.0,0.0,0.0,125100089.0,WASHINGTON TRUST BANK,717 WEST SPRAGUE AVENUE ,SPOKANE,WA,99201.0,41.0
59316.0,698.0,0.0,0.0,31308548.0,WAYNE BANK,717 MAIN STREET ,HONESDALE,PA,18431.0,51.0
59352.0,3127.0,5484.0,0.0,111902819.0,CITIZENS NATIONAL BANK,118 SOUTH HOUSTON STREET ,CAMERON,TX,76520.0,41.0
59370.0,30680.0,705740.0,5740.0,252172485.0,FIRST SHORE FEDERAL SAVINGS AND LOAN ASSOCIATION,106 SOUTH DIVISION STREET ,SALISBURY,MD,21801.0,51.0
59754.0,2317.0,0.0,0.0,103109206.0,"BANK OF WYANDOTTE, THE",2 EAST BROADWAY ,WYANDOTTE,OK,74370.0,51.0
60143.0,983.0,0.0,0.0,111000753.0,COMERICA BANK,1717 MAIN STREET ,DALLAS,TX,75201.0,31.0
60330.0,22537.0,0.0,13233.0,62203010.0,PEOPLES BANK OF ALABAMA,1912 CHEROKEE AVENUE SOUTH WEST ,CULLMAN,AL,35055.0,41.0
60545.0,963.0,0.0,0.0,73903493.0,"HOME TRUST & SAVINGS BANK, THE",628 MAIN STREET ,OSAGE,IA,50461.0,51.0
60554.0,10162.0,0.0,0.0,91204404.0,FIRST STATE BANK MINNESOTA,102 W. MAIN STREET ,LE ROY,MN,55951.0,51.0
60648.0,4324.0,10465.0,0.0,74907126.0,FIRST NATIONAL BANK,302 SOUTH MAIN STREET ,CLOVERDALE,IN,46120.0,51.0
61122.0,4857.0,0.0,10579.0,52100987.0,FIRST UNITED BANK & TRUST,19 SOUTH SECOND STREET ,OAKLAND,MD,21550.0,41.0
61355.0,6063.0,23771.0,0.0,91408899.0,CORTRUST BANK NATIONAL ASSOCIATION,100 EAST HAVENS & MAIN ,MITCHELL,SD,57301.0,51.0
61476.0,26590.0,0.0,13875.0,211371845.0,ABINGTON BANK,6 HARRISON AVENUE ,ABINGTON,MA,2351.0,51.0
61757.0,8843.0,15037.0,0.0,91903051.0,AMERICAN HERITAGE NATIONAL BANK,24 SECOND ST. SOUTH ,LONG PRAIRIE,MN,56347.0,41.0
61832.0,3579.0,13102.0,16000.0,63104312.0,"FIRST NATIONAL BANK OF MOUNT DORA, THE",714 NORTH DONNELLY STREET ,MOUNT DORA,FL,32757.0,51.0
61953.0,4071.0,0.0,0.0,103103600.0,FNB COWETA,106 SOUTH BROADWAY ,COWETA,OK,74429.0,51.0
62044.0,21342.0,0.0,0.0,83902439.0,SEBREE DEPOSIT BANK,7079 STATE ROUTE 56 EAST ,SEBREE,KY,42455.0,51.0
62110.0,26622.0,24920.0,0.0,26014737.0,"ROCKEFELLER TRUST COMPANY, NATIONAL ASSOCIATION",10 ROCKEFELLER PLAZA ,NEW YORK,NY,10020.0,51.0
62147.0,12512.0,0.0,0.0,75906702.0,COMMUNITY FIRST BANK,275 WEST GRAND AVENUE ,ROSHOLT,WI,54473.0,51.0
63050.0,17959.0,0.0,0.0,102104927.0,"DOLORES STATE BANK, THE",101 SOUTH 6TH ,DOLORES,CO,81323.0,51.0
63069.0,17281.0,14695.0,0.0,122016066.0,CITY NATIONAL BANK,555 SOUTH FLOWER STREET ,LOS ANGELES,CA,90071.0,31.0
63201.0,6954.0,412.0,0.0,21306547.0,CAYUGA LAKE NATIONAL BANK,165 CAYUGA STREET ,UNION SPRINGS,NY,13160.0,51.0
63573.0,26487.0,0.0,13294.0,211373063.0,WALPOLE CO-OPERATIVE BANK,982 MAIN STREET ,WALPOLE,MA,2081.0,51.0
63733.0,1711.0,0.0,0.0,64102740.0,CITIZENS BANK,400 HIGHWAY 52 BYPASS WEST ,LAFAYETTE,TN,37083.0,41.0
63742.0,12781.0,0.0,0.0,75906854.0,HOMETOWN BANK,80 SHEBOYGAN STREET ,FOND DU LAC,WI,54935.0,51.0
63751.0,15009.0,0.0,0.0,101110608.0,TOWANDA STATE BANK,400 MAIN STREET ,TOWANDA,KS,67144.0,41.0
64150.0,8718.0,0.0,0.0,102301636.0,WYOMING BANK & TRUST,5827 YELLOWSTONE ROAD ,CHEYENNE,WY,82009.0,51.0
64552.0,11521.0,0.0,0.0,103012966.0,CHICKASAW COMMUNITY BANK,909 SOUTH  MERIDIAN AVENUE ,OKLAHOMA CITY,OK,73108.0,41.0
64730.0,9069.0,0.0,14826.0,61110557.0,FARMERS & MERCHANTS BANK,100 SOUTH MADISON AVENUE ,EATONTON,GA,31024.0,51.0
65205.0,16636.0,0.0,12135.0,211174165.0,"TORRINGTON SAVINGS BANK, THE",129 MAIN STREET BOX 478,TORRINGTON,CT,6790.0,51.0
65513.0,26633.0,20547.0,0.0,26010773.0,DELTA NATIONAL BANK AND TRUST COMPANY,650 FIFTH AVE 26 FL ,NEW YORK,NY,10019.0,31.0
65559.0,15562.0,0.0,0.0,91408763.0,PIONEER BANK & TRUST,700 STATE STREET ,BELLE FOURCHE,SD,57717.0,41.0
65746.0,5840.0,0.0,0.0,83901621.0,CITIZENS UNION BANK OF SHELBYVILLE,1854 MIDLAND TRAIL ,SHELBYVILLE,KY,40065.0,41.0
65858.0,4789.0,0.0,0.0,101100579.0,EMPRISE BANK,257 NORTH BROADWAY ,WICHITA,KS,67202.0,51.0
66154.0,6101.0,0.0,0.0,84303639.0,DECATUR COUNTY BANK,56 NORTH PLEASANT STREET ,DECATURVILLE,TN,38329.0,51.0
66275.0,29332.0,0.0,3294.0,262283665.0,FIRST SOUTHERN BANK,301 SOUTH COURT STREET ,FLORENCE,AL,35630.0,51.0
66677.0,28346.0,701409.0,1409.0,242071017.0,CINCINNATI FEDERAL,6581 HARRISON AVE 3RD FL ,CINCINNATI,OH,45247.0,41.0
67142.0,13113.0,0.0,0.0,81303920.0,PEOPLES TRUST AND SAVINGS BANK,132 SOUTH THIRD STREET ,BOONVILLE,IN,47601.0,51.0
67151.0,20156.0,0.0,0.0,103001469.0,KIRKPATRICK BANK,15 EAST 15TH STREET ,EDMOND,OK,73013.0,51.0
67209.0,90251.0,0.0,8496.0,211371502.0,NEWBURYPORT FIVE CENTS SAVINGS BANK,63 STATE STREET ,NEWBURYPORT,MA,1950.0,51.0
67254.0,27010.0,0.0,0.0,102006012.0,YOUNG AMERICANS BANK,3550 EAST 1ST AVENUE ,DENVER,CO,80206.0,51.0
67656.0,32629.0,708547.0,8547.0,91406833.0,FIRST SAVINGS BANK,201 N. 3RD STREET ,BERESFORD,SD,57004.0,41.0
67870.0,29331.0,703293.0,3293.0,261270789.0,TC FEDERAL BANK,131 SOUTH DAWSON STREET ,THOMASVILLE,GA,317925506.0,51.0
68671.0,31864.0,707547.0,7547.0,265371066.0,"GRAND BANK FOR SAVINGS, F.S.B.",204 WESTOVER DRIVE ,HATTIESBURG,MS,39402.0,51.0
68756.0,11522.0,23516.0,0.0,103107392.0,LIBERTY NATIONAL BANK,629 SW C AVENUE ,LAWTON,OK,73501.0,41.0
68831.0,10594.0,0.0,0.0,65304327.0,BANK OF FRANKLIN,9 MAIN STREET ,MEADVILLE,MS,39653.0,51.0
69333.0,4993.0,7266.0,0.0,65300211.0,"CITIZENS NATIONAL BANK OF MERIDIAN, THE",512 22ND AVENUE ,MERIDIAN,MS,39301.0,41.0
69678.0,2987.0,3956.0,0.0,123300153.0,BAKER BOYER NATIONAL BANK,7 WEST MAIN STREET ,WALLA WALLA,WA,99362.0,51.0
70218.0,23373.0,0.0,10769.0,26002752.0,UNITED ORIENT BANK,10 CHATHAM SQUARE ,NEW YORK,NY,10038.0,41.0
70414.0,7666.0,7005.0,0.0,31312835.0,"NORTHUMBERLAND NATIONAL BANK, THE",245 FRONT STREET ,NORTHUMBERLAND,PA,17857.0,51.0
70638.0,9366.0,0.0,12640.0,65303467.0,PEOPLES BANK,160 EAST MAUD AVENUE ,MENDENHALL,MS,39114.0,51.0
70955.0,13696.0,0.0,0.0,104112917.0,NEBRASKA STATE BANK,301 PRAIRIE AVENUE ,BRISTOW,NE,68719.0,51.0
71073.0,28349.0,701412.0,1412.0,241271614.0,HOME FEDERAL SAVINGS AND LOAN ASSOCIATION OF NILES OHIO,55 N MAIN ST ,NILES,OH,44446.0,51.0
71457.0,18748.0,0.0,0.0,104106693.0,BRUNING BANK,104 MAIN STREET ,BRUNING,NE,68322.0,51.0
71859.0,13959.0,0.0,0.0,101110802.0,CBW BANK,109 EAST MAIN STREET ,WEIR,KS,66781.0,51.0
72258.0,12591.0,0.0,0.0,102301542.0,"CONVERSE COUNTY BANK, THE",322 EAST WALNUT STREET ,DOUGLAS,WY,82633.0,51.0
72351.0,16941.0,0.0,0.0,101104342.0,FARMERS STATE BANK,211 SAINT JOSEPH ,WATHENA,KS,66090.0,51.0
72454.0,8210.0,0.0,0.0,91907578.0,FREEPORT STATE BANK,111 MAIN STREET EAST ,FREEPORT,MN,56331.0,51.0
72678.0,28348.0,0.0,1411.0,243270671.0,BELMONT SAVINGS BANK,3301 GUERNSEY STREET ,BELLAIRE,OH,43906.0,51.0
73116.0,17123.0,0.0,13184.0,231175759.0,ARTISANS' BANK,2961 CENTERVILLE ROAD ,WILMINGTON,DE,19808.0,51.0
73152.0,4097.0,9767.0,0.0,103102342.0,"FARMERS AND MERCHANTS NATIONAL BANK OF FAIRVIEW, THE",312 NORTH MAIN STREET ,FAIRVIEW,OK,73737.0,51.0
73554.0,1992.0,0.0,0.0,104913190.0,PATHWAY BANK,306 SOUTH HIGH STREET ,CAIRO,NE,68824.0,51.0
73956.0,12422.0,0.0,0.0,101101057.0,SECURITY STATE BANK,101 NORTH WASHINGTON AVENUE ,WELLINGTON,KS,67152.0,51.0
74056.0,16707.0,0.0,0.0,104113738.0,SOUTH CENTRAL STATE BANK,673 BROAD STREET ,CAMPBELL,NE,68932.0,51.0
74140.0,1005.0,0.0,14121.0,72403004.0,ISABELLA BANK,139 EAST BROADWAY ,MOUNT PLEASANT,MI,48858.0,41.0
74403.0,17960.0,0.0,13444.0,211470225.0,MERRIMACK COUNTY SAVINGS BANK,89 NORTH MAIN STREET BOX 2826,CONCORD,NH,3301.0,41.0
74449.0,14400.0,14150.0,0.0,75906977.0,FIRST NATIONAL BANK IN TIGERTON,140 CEDAR STREET ,TIGERTON,WI,54486.0,51.0
75259.0,12484.0,0.0,0.0,103112015.0,FIRST OKLAHOMA BANK,100 SOUTH RIVERFRONT DRIVE ,JENKS,OK,74037.0,51.0
75446.0,9099.0,0.0,0.0,73900690.0,SOUTH OTTUMWA SAVINGS BANK,320 CHURCH STREET ,OTTUMWA,IA,52501.0,51.0
75455.0,10187.0,0.0,0.0,91215817.0,"NORTHERN STATE BANK OF GONVICK, THE",SECOND AND MAIN STREETS ,GONVICK,MN,56644.0,51.0
75558.0,3086.0,25144.0,0.0,111304912.0,FIRST NATIONAL BANK BAIRD DBA FIRST BANK TEXAS,244 MARKET STREET ,BAIRD,TX,79504.0,51.0
75633.0,16571.0,14583.0,0.0,71000288.0,BMO HARRIS BANK NATIONAL ASSOCIATION,111 WEST MONROE ,CHICAGO,IL,60603.0,31.0
75651.0,1993.0,0.0,0.0,104909201.0,CERESCOBANK,130 WEST ELM ,CERESCO,NE,68017.0,51.0
76153.0,16953.0,0.0,0.0,104909942.0,BANK OF CLARKS,301 NORTH GREEN STREET ,CLARKS,NE,68628.0,41.0
76443.0,1566.0,0.0,0.0,83903690.0,"PEOPLES BANK, THE",23 WEST MAIN STREET ,TAYLORSVILLE,KY,40071.0,51.0
76854.0,22065.0,0.0,0.0,103912875.0,GRAND BANK,4200 EAST SKELLY DRIVE ,TULSA,OK,74135.0,51.0
77150.0,15621.0,0.0,0.0,91216243.0,FIRST FARMERS & MERCHANTS STATE BANK OF GRAND MEADOW,105 NORTH MAIN STREET ,GRAND MEADOW,MN,55936.0,41.0
77253.0,15345.0,14351.0,0.0,114903174.0,"HONDO NATIONAL BANK, THE",1112 18TH STREET ,HONDO,TX,788611833.0,51.0
77422.0,26871.0,0.0,16317.0,51005106.0,COMMUNITY BANKERS' BANK,2601 PROMENADE PARKWAY ,MIDLOTHIAN,VA,23113.0,51.0
77851.0,3973.0,0.0,0.0,91408446.0,FIRST BANK & TRUST,520 6TH STREET ,BROOKINGS,SD,57006.0,41.0
78157.0,26653.0,0.0,0.0,114918305.0,BANDERA BANK,207 MAIN STREET ,BANDERA,TX,78003.0,51.0
78241.0,21379.0,0.0,0.0,82901376.0,FIRST NATURALSTATE BANK,500 NORTH SECOND STREET ,MCGEHEE,AR,71654.0,51.0
78559.0,25054.0,18154.0,0.0,102305373.0,SUMMIT NATIONAL BANK,133 MAIN STREET ,HULETT,WY,82720.0,51.0
79042.0,12166.0,0.0,0.0,83906668.0,WEST POINT BANK,600 WEST LINCOLN TRAIL BOULEVARD ,RADCLIFF,KY,40160.0,41.0
79127.0,6680.0,9815.0,0.0,44208512.0,HOME NATIONAL BANK,502 ELM STREET ,RACINE,OH,45771.0,41.0
79145.0,13242.0,0.0,0.0,75907099.0,FARMERS & MERCHANTS STATE BANK,210 WEST MADISON STREET ,WATERLOO,WI,53594.0,51.0
79257.0,8857.0,0.0,0.0,91905813.0,GROVE BANK,110 ATLANTIC AVE. WEST ,GROVE CITY,MN,56243.0,51.0
79855.0,5396.0,0.0,0.0,104901144.0,CITY BANK & TRUST CO.,2929 PINE LAKE ROAD ,LINCOLN,NE,68516.0,51.0
80150.0,1122.0,0.0,0.0,91403865.0,FIRST FIDELITY BANK,745 MAIN STREET ,BURKE,SD,57523.0,51.0
80374.0,29345.0,703313.0,3313.0,241270903.0,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF DELTA,404 MAIN STREET ,DELTA,OH,43515.0,51.0
80431.0,9179.0,0.0,14563.0,64105666.0,UNION BANK & TRUST COMPANY,201 EAST MAIN ,LIVINGSTON,TN,38570.0,51.0
81175.0,31485.0,0.0,0.0,304971932.0,EQUITABLE BANK,113 NORTH LOCUST ,GRAND ISLAND,NE,68801.0,51.0
82033.0,26829.0,20976.0,13325.0,63112728.0,FIRST NATIONAL BANK OF PASCO,13315 US HIGHWAY 301 ,DADE CITY,FL,33525.0,51.0
82257.0,6064.0,0.0,0.0,91407052.0,BRYANT STATE BANK,124 W. MAIN AVE. ,BRYANT,SD,57221.0,51.0
82350.0,22835.0,0.0,0.0,84303118.0,"LAUDERDALE COUNTY BANK, THE",305 SOUTH CHURCH ,HALLS,TN,38040.0,51.0
82659.0,10957.0,0.0,0.0,91904872.0,CITIZENS STATE BANK OF HAYFIELD,216 1ST AVENUE NE ,HAYFIELD,MN,55940.0,41.0
83151.0,8188.0,0.0,0.0,91907882.0,FLAGSHIP BANK MINNESOTA,1415 WAYZATA BOULEVARD ,WAYZATA,MN,55391.0,51.0
83236.0,19125.0,0.0,0.0,63201875.0,BANK OF THE SOUTH,4410 WEST FAIRFIELD DRIVE ,PENSACOLA,FL,32506.0,51.0
83375.0,28362.0,0.0,0.0,307072443.0,CENTURY BANK,100 SOUTH FEDERAL PLACE ,SANTA FE,NM,87501.0,51.0
83638.0,22953.0,16804.0,0.0,67010509.0,"AMERANT BANK, NATIONAL ASSOCIATION",220 ALHAMBRA CIRCLE 12TH FLOOR,CORAL GABLES,FL,33134.0,31.0
83834.0,17906.0,0.0,0.0,65205031.0,AMERICAN BANK & TRUST COMPANY,307 EAST LANDRY STREET ,OPELOUSAS,LA,70570.0,51.0
83852.0,1675.0,0.0,0.0,91404136.0,RICHLAND STATE BANK,602 FIRST STREET ,BRUCE,SD,57220.0,51.0
83955.0,15255.0,0.0,0.0,84307965.0,GREENFIELD BANKING COMPANY,112 N FRONT STREET ,GREENFIELD,TN,38230.0,51.0
84046.0,10123.0,0.0,0.0,73921213.0,FIRST TRUST & SAVINGS BANK,1831 2ND STREET ,CORALVILLE,IA,522410760.0,51.0
84541.0,15953.0,0.0,0.0,84202251.0,GUARANTY BANK AND TRUST COMPANY,210 HAYDEN STREET ,BELZONI,MS,39038.0,51.0
84804.0,8908.0,0.0,0.0,21309997.0,CITIZENS BANK OF CAPE VINCENT,154 BROADWAY ,CAPE VINCENT,NY,13618.0,51.0
85052.0,1167.0,0.0,0.0,102301717.0,UINTA BANK,695 PARKWAY DRIVE ,MOUNTAIN VIEW,WY,82939.0,51.0
85472.0,28359.0,25150.0,0.0,231270353.0,"OCEANFIRST BANK, NATIONAL ASSOCIATION",975 HOOPER AVE ,TOMS RIVER,NJ,8753.0,41.0
85931.0,12609.0,0.0,12689.0,65200803.0,PATTERSON STATE BANK,1130 HIGHWAY 90 WEST ,PATTERSON,LA,70392.0,51.0
86349.0,14597.0,0.0,0.0,82900982.0,"UNION BANK OF MENA, THE",303 HIGHWAY 71 NORTH ,MENA,AR,71953.0,51.0
86675.0,29613.0,703758.0,3758.0,252071557.0,ROSEDALE FEDERAL SAVINGS AND LOAN ASSOCIATION,9616 BELAIR ROAD ,NOTTINGHAM,MD,21236.0,51.0
87047.0,12836.0,0.0,0.0,71211734.0,FIRST STATE BANK OF PORTER,230 LINCOLN STREET ,PORTER,IN,46304.0,51.0
87159.0,1168.0,0.0,0.0,102301775.0,FIRST STATE BANK OF NEWCASTLE,24 NORTH SUMNER ,NEWCASTLE,WY,82701.0,51.0
87234.0,4952.0,2221.0,9343.0,64101589.0,FIRST NATIONAL BANK OF MIDDLE TENNESSEE,200 EAST MAIN STREET ,MCMINNVILLE,TN,37110.0,51.0
87476.0,31539.0,0.0,7147.0,242274403.0,"WILMINGTON SAVINGS BANK, THE",184 N SOUTH ST ,WILMINGTON,OH,45177.0,51.0
87579.0,28368.0,701452.0,1452.0,211370150.0,"MIDDLESEX FEDERAL SAVINGS, F.A.",1 COLLEGE AVENUE ,SOMERVILLE,MA,2144.0,41.0
88231.0,16418.0,713480.0,13480.0,61112364.0,BANKSOUTH,6340 LAKE OCONEE PARKWAY ,GREENSBORO,GA,30642.0,51.0
88259.0,10960.0,0.0,0.0,91903242.0,JANESVILLE STATE BANK,201 NORTH MAIN ,JANESVILLE,MN,56048.0,51.0
88352.0,16895.0,0.0,0.0,113109377.0,FIRST STATE BANK OF BEDIAS,22201 HIGHWAY 90 NORTH ,BEDIAS,TX,77831.0,41.0
88455.0,18740.0,0.0,0.0,104901597.0,HEARTLAND BANK,896 G STREET ,GENEVA,NE,68361.0,51.0
88950.0,10176.0,0.0,0.0,91905402.0,FINANCIAL SECURITY BANK,1011 ATLANTIC AVE. ,KERKHOVEN,MN,56252.0,51.0
89032.0,19800.0,0.0,12895.0,65401408.0,PLAQUEMINE BANK AND TRUST COMPANY,24025 EDEN STREET ,PLAQUEMINE,LA,70764.0,51.0
89135.0,18136.0,14882.0,12652.0,63106705.0,FIRST NATIONAL BANK OF WAUCHULA,406 NORTH 6TH AVENUE ,WAUCHULA,FL,33873.0,51.0
89854.0,13809.0,13972.0,0.0,91903404.0,MINNSTAR BANK NATIONAL ASSOCIATION,202 N. MAIN ,LAKE CRYSTAL,MN,56055.0,51.0
89957.0,3098.0,7524.0,0.0,111909391.0,"CENDERA BANK, N.A.",615 EAST BELLS BOULEVARD ,BELLS,TX,75414.0,51.0
90047.0,13990.0,0.0,0.0,73915193.0,PALO SAVINGS BANK,2801 HOLLENBECK ROAD ,PALO,IA,52324.0,51.0
90177.0,30812.0,705957.0,5957.0,265371121.0,FIRST FEDERAL SAVINGS & LOAN ASSOCIATION OF PASCAGOULA-MOSS POINT,903 JACKSON AVENUE ,PASCAGOULA,MS,395674314.0,51.0
90328.0,6861.0,10834.0,0.0,51403766.0,SKYLINE NATIONAL BANK,113 WEST MAIN STREET ,INDEPENDENCE,VA,24348.0,51.0
90337.0,19143.0,0.0,10326.0,65401107.0,UNITED COMMUNITY BANK,4626 HIGHWAY 1 ,RACELAND,LA,70394.0,41.0
90579.0,29624.0,703773.0,3773.0,323270313.0,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF MCMINNVILLE,118 THIRD STREET ,MCMINNVILLE,OR,97128.0,51.0
91615.0,14523.0,0.0,0.0,41208735.0,"ANTWERP EXCHANGE BANK COMPANY, THE",305 SOUTH MAIN ST ,ANTWERP,OH,45813.0,51.0
91754.0,3099.0,4241.0,0.0,113103687.0,"FIRST NATIONAL BANK OF BELLVILLE, THE",100 E. MAIN ,BELLVILLE,TX,774181524.0,41.0
91950.0,11133.0,0.0,0.0,91400758.0,FARMERS STATE BANK OF CANTON,220 EAST 5TH STREET ,CANTON,SD,57013.0,51.0
92144.0,17551.0,0.0,0.0,73922296.0,COMMUNITY STATE BANK,207 SOUTH MAIN STREET ,PATON,IA,50217.0,51.0
92676.0,29632.0,703781.0,3781.0,211170237.0,WINDSOR FEDERAL SAVINGS AND LOAN ASSOCIATION,250 BROAD STREET BOX 250,WINDSOR,CT,6095.0,41.0
92706.0,18028.0,0.0,7444.0,211770145.0,SUGAR RIVER BANK,10 NORTH MAIN STREET BOX 569,NEWPORT,NH,3773.0,51.0
92902.0,9406.0,0.0,0.0,22306847.0,BANK OF CATTARAUGUS,24 MAIN STREET ,CATTARAUGUS,NY,14719.0,51.0
93244.0,10011.0,0.0,0.0,75908920.0,WOODFORD STATE BANK,403 WEST 8TH STREET ,MONROE,WI,53566.0,51.0
93543.0,4419.0,0.0,0.0,83909445.0,SPRINGS VALLEY BANK & TRUST COMPANY,8482 WEST STATE ROAD 56 ,FRENCH LICK,IN,47432.0,51.0
93619.0,24938.0,18045.0,0.0,26009166.0,"STATE STREET BANK AND TRUST COMPANY, NATIONAL ASSOCIATION", ,NEW YORK,NY,10104.0,31.0
94139.0,12203.0,0.0,0.0,65301362.0,MERCHANTS & MARINE BANK,3118 PASCAGOULA STREET ,PASCAGOULA,MS,39567.0,51.0
94522.0,20484.0,0.0,0.0,51402482.0,BENCHMARK COMMUNITY BANK,204 S BROAD STREET ,KENBRIDGE,VA,23944.0,51.0
